id,key,tipo,reg,control,cultivar,ano,quantidade
56,25-56,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_acetificado,Vinho acetificado,1973,0
57,25-57,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_base,Vinho base para espumantes,1973,0
58,25-58,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_composto,Vinho composto,1973,4168841
59,25-59,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_licoroso,Vinho licoroso,1973,2443944
60,25-60,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_leve,Vinho leve,1973,0
61,25-61,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_gaseificado,Vinho gaseificado,1973,0
1,1-1,VINHO DE MESA,SINTETICO,VINHO DE MESA,VINHO DE MESA,1974,94173324
2,1-2,VINHO DE MESA,ANALITICO,vm_Tinto,Tinto,1974,77167303
3,1-3,VINHO DE MESA,ANALITICO,vm_Rosado,Rosado,1974,8891367
4,1-4,VINHO DE MESA,ANALITICO,vm_Branco,Branco,1974,8114654
5,5-5,VINHO  FINO DE MESA,SINTETICO,VINHO  FINO DE MESA,VINHO  FINO DE MESA,1974,7571802
6,5-6,VINHO  FINO DE MESA,ANALITICO,vm_Tinto,Tinto,1974,1616144
7,5-7,VINHO  FINO DE MESA,ANALITICO,vm_Rosado,Rosado,1974,1725564
8,5-8,VINHO  FINO DE MESA,ANALITICO,vm_Branco,Branco,1974,4230094
9,9-9,VINHO FRIZANTE,SINTETICO,VINHO FRIZANTE,VINHO FRIZANTE,1974,270641
10,10-10,VINHO ORGÂNICO,SINTETICO,VINHO ORGÂNICO,VINHO ORGÂNICO,1974,0
11,11-11,VINHO ESPECIAL,SINTETICO,VINHO ESPECIAL,VINHO ESPECIAL,1974,7638484
12,11-12,VINHO ESPECIAL,ANALITICO,ve_Tinto,Tinto,1974,3763509
13,11-13,VINHO ESPECIAL,ANALITICO,ve_Rosado,Rosado,1974,1989341
14,11-14,VINHO ESPECIAL,ANALITICO,ve_Branco,Branco,1974,1885634
15,15-15,ESPUMANTES ,SINTETICO,ESPUMANTES ,ESPUMANTES,1974,3442734
16,15-16,ESPUMANTES ,ANALITICO,es_Espumante_Moscatel,Espumante  Moscatel,1974,0
17,15-17,ESPUMANTES ,ANALITICO,es_Espumante,Espumante,1974,0
18,15-18,ESPUMANTES ,ANALITICO,es_Espumante Orgânico,Espumante Orgânico,1974,0
19,19-19,SUCO DE UVAS,SINTETICO,SUCO DE UVAS,SUCO DE UVAS,1974,4673891
20,19-20,SUCO DE UVAS,ANALITICO,su_Suco_Natural,Suco Natural Integral,1974,0
21,19-21,SUCO DE UVAS,ANALITICO,su_Suco_Reprocessado,Suco Reprocessado/reconstituido,1974,0
22,19-22,SUCO DE UVAS,ANALITICO,su_Suco_Orgânico,Suco Orgânico,1974,0
23,19-23,SUCO DE UVAS,ANALITICO,su_Outros_sucos,Outros sucos de uvas,1974,0
24,24-24,SUCO DE UVAS CONCENTRADO,SINTETICO,SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,1974,1619428
25,25-25,OUTROS PRODUTOS COMERCIALIZADOS,SINTETICO,OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,1974,24530878
26,25-26,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Outros vinhos (sem informdetalhada,Outros vinhos (sem informação detalhada),1974,0
27,25-27,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Agrin,"Agrin (fermentado, acetico misto)",1974,0
28,25-28,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Aguardente,Aguardente de vinho 50°gl,1974,0
29,25-29,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Alcool_vinico,Alcool vinico,1974,0
30,25-30,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Bagaceira,Bagaceira (graspa),1974,839441
31,25-31,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_champenoise,Base champenoise champanha,1974,0
32,25-32,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_charmat,Base charmat champanha,1974,0
33,25-33,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_espumante,Base espumante moscatel,1974,0
34,25-34,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Bebida,Bebida de uva,1974,0
35,25-35,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Borra_liqwuida,Borra líquida,1974,0
36,25-36,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Borra_seca,Borra seca,1974,0
37,25-37,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Brandy,Brandy (conhaque),1974,12885577
38,25-38,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Cooler,Cooler,1974,0
39,25-39,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Coquetel,Coquetel com vinho,1974,0
40,25-40,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Destilado,Destilado de vinho,1974,1409986
41,25-41,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Filtrado_doce,Filtrado doce,1974,1039110
42,25-42,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Jeropiga,Jeropiga,1974,0
43,25-43,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mistelas,Mistelas,1974,45878
44,25-44,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_concentrado,Mosto concentrado,1974,761417
45,25-45,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_uva,Mosto de uva,1974,0
46,25-46,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_sulfitado,Mosto sulfitado,1974,239200
47,25-47,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Nectar,Nectar de uva,1974,0
48,25-48,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Outros_produtos,Outros produtos,1974,0
49,25-49,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Polpa,Polpa de uva,1974,0
50,25-50,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Preparado_líquido,Preparado líquido para refresco,1974,0
51,25-51,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Refrigerante,Refrigerante +50% suco,1974,0
52,25-52,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Sangria,Sangria,1974,0
53,25-53,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_balsamico,Vinagre balsamico,1974,0
54,25-54,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_duplo,Vinagre duplo,1974,0
55,25-55,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_simples,Vinagre simples,1974,1717666
56,25-56,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_acetificado,Vinho acetificado,1974,0
57,25-57,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_base,Vinho base para espumantes,1974,0
58,25-58,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_composto,Vinho composto,1974,3670736
59,25-59,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_licoroso,Vinho licoroso,1974,1921867
60,25-60,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_leve,Vinho leve,1974,0
61,25-61,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_gaseificado,Vinho gaseificado,1974,0
1,1-1,VINHO DE MESA,SINTETICO,VINHO DE MESA,VINHO DE MESA,1975,108031792
2,1-2,VINHO DE MESA,ANALITICO,vm_Tinto,Tinto,1975,91528090
3,1-3,VINHO DE MESA,ANALITICO,vm_Rosado,Rosado,1975,7261777
4,1-4,VINHO DE MESA,ANALITICO,vm_Branco,Branco,1975,9241925
5,5-5,VINHO  FINO DE MESA,SINTETICO,VINHO  FINO DE MESA,VINHO  FINO DE MESA,1975,8848303
6,5-6,VINHO  FINO DE MESA,ANALITICO,vm_Tinto,Tinto,1975,2050960
7,5-7,VINHO  FINO DE MESA,ANALITICO,vm_Rosado,Rosado,1975,2130619
8,5-8,VINHO  FINO DE MESA,ANALITICO,vm_Branco,Branco,1975,4666724
9,9-9,VINHO FRIZANTE,SINTETICO,VINHO FRIZANTE,VINHO FRIZANTE,1975,301293
10,10-10,VINHO ORGÂNICO,SINTETICO,VINHO ORGÂNICO,VINHO ORGÂNICO,1975,0
11,11-11,VINHO ESPECIAL,SINTETICO,VINHO ESPECIAL,VINHO ESPECIAL,1975,10260445
12,11-12,VINHO ESPECIAL,ANALITICO,ve_Tinto,Tinto,1975,4815235
13,11-13,VINHO ESPECIAL,ANALITICO,ve_Rosado,Rosado,1975,2885972
14,11-14,VINHO ESPECIAL,ANALITICO,ve_Branco,Branco,1975,2559238
15,15-15,ESPUMANTES ,SINTETICO,ESPUMANTES ,ESPUMANTES,1975,3691348
16,15-16,ESPUMANTES ,ANALITICO,es_Espumante_Moscatel,Espumante  Moscatel,1975,0
17,15-17,ESPUMANTES ,ANALITICO,es_Espumante,Espumante,1975,0
18,15-18,ESPUMANTES ,ANALITICO,es_Espumante Orgânico,Espumante Orgânico,1975,0
19,19-19,SUCO DE UVAS,SINTETICO,SUCO DE UVAS,SUCO DE UVAS,1975,5802187
20,19-20,SUCO DE UVAS,ANALITICO,su_Suco_Natural,Suco Natural Integral,1975,0
21,19-21,SUCO DE UVAS,ANALITICO,su_Suco_Reprocessado,Suco Reprocessado/reconstituido,1975,0
22,19-22,SUCO DE UVAS,ANALITICO,su_Suco_Orgânico,Suco Orgânico,1975,0
23,19-23,SUCO DE UVAS,ANALITICO,su_Outros_sucos,Outros sucos de uvas,1975,0
24,24-24,SUCO DE UVAS CONCENTRADO,SINTETICO,SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,1975,768401
25,25-25,OUTROS PRODUTOS COMERCIALIZADOS,SINTETICO,OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,1975,23102540
26,25-26,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Outros vinhos (sem informdetalhada,Outros vinhos (sem informação detalhada),1975,0
27,25-27,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Agrin,"Agrin (fermentado, acetico misto)",1975,0
28,25-28,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Aguardente,Aguardente de vinho 50°gl,1975,0
29,25-29,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Alcool_vinico,Alcool vinico,1975,0
30,25-30,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Bagaceira,Bagaceira (graspa),1975,706946
31,25-31,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_champenoise,Base champenoise champanha,1975,0
32,25-32,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_charmat,Base charmat champanha,1975,0
33,25-33,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_espumante,Base espumante moscatel,1975,0
34,25-34,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Bebida,Bebida de uva,1975,0
35,25-35,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Borra_liqwuida,Borra líquida,1975,0
36,25-36,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Borra_seca,Borra seca,1975,0
37,25-37,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Brandy,Brandy (conhaque),1975,11418527
38,25-38,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Cooler,Cooler,1975,0
39,25-39,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Coquetel,Coquetel com vinho,1975,0
40,25-40,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Destilado,Destilado de vinho,1975,1793135
41,25-41,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Filtrado_doce,Filtrado doce,1975,1353194
42,25-42,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Jeropiga,Jeropiga,1975,0
43,25-43,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mistelas,Mistelas,1975,272141
44,25-44,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_concentrado,Mosto concentrado,1975,251197
45,25-45,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_uva,Mosto de uva,1975,0
46,25-46,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_sulfitado,Mosto sulfitado,1975,34300
47,25-47,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Nectar,Nectar de uva,1975,0
48,25-48,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Outros_produtos,Outros produtos,1975,0
49,25-49,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Polpa,Polpa de uva,1975,0
50,25-50,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Preparado_líquido,Preparado líquido para refresco,1975,0
51,25-51,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Refrigerante,Refrigerante +50% suco,1975,0
52,25-52,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Sangria,Sangria,1975,0
53,25-53,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_balsamico,Vinagre balsamico,1975,0
54,25-54,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_duplo,Vinagre duplo,1975,0
55,25-55,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_simples,Vinagre simples,1975,1574960
56,25-56,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_acetificado,Vinho acetificado,1975,0
57,25-57,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_base,Vinho base para espumantes,1975,0
58,25-58,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_composto,Vinho composto,1975,3493104
59,25-59,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_licoroso,Vinho licoroso,1975,2205036
60,25-60,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_leve,Vinho leve,1975,0
61,25-61,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_gaseificado,Vinho gaseificado,1975,0
1,1-1,VINHO DE MESA,SINTETICO,VINHO DE MESA,VINHO DE MESA,1976,139238614
2,1-2,VINHO DE MESA,ANALITICO,vm_Tinto,Tinto,1976,116407222
3,1-3,VINHO DE MESA,ANALITICO,vm_Rosado,Rosado,1976,11748047
4,1-4,VINHO DE MESA,ANALITICO,vm_Branco,Branco,1976,11083345
5,5-5,VINHO  FINO DE MESA,SINTETICO,VINHO  FINO DE MESA,VINHO  FINO DE MESA,1976,14095648
6,5-6,VINHO  FINO DE MESA,ANALITICO,vm_Tinto,Tinto,1976,4450570
7,5-7,VINHO  FINO DE MESA,ANALITICO,vm_Rosado,Rosado,1976,3118919
8,5-8,VINHO  FINO DE MESA,ANALITICO,vm_Branco,Branco,1976,6526159
9,9-9,VINHO FRIZANTE,SINTETICO,VINHO FRIZANTE,VINHO FRIZANTE,1976,248456
10,10-10,VINHO ORGÂNICO,SINTETICO,VINHO ORGÂNICO,VINHO ORGÂNICO,1976,0
11,11-11,VINHO ESPECIAL,SINTETICO,VINHO ESPECIAL,VINHO ESPECIAL,1976,12392725
12,11-12,VINHO ESPECIAL,ANALITICO,ve_Tinto,Tinto,1976,4819463
13,11-13,VINHO ESPECIAL,ANALITICO,ve_Rosado,Rosado,1976,4231765
14,11-14,VINHO ESPECIAL,ANALITICO,ve_Branco,Branco,1976,3341497
15,15-15,ESPUMANTES ,SINTETICO,ESPUMANTES ,ESPUMANTES,1976,4204666
16,15-16,ESPUMANTES ,ANALITICO,es_Espumante_Moscatel,Espumante  Moscatel,1976,0
17,15-17,ESPUMANTES ,ANALITICO,es_Espumante,Espumante,1976,0
18,15-18,ESPUMANTES ,ANALITICO,es_Espumante Orgânico,Espumante Orgânico,1976,0
19,19-19,SUCO DE UVAS,SINTETICO,SUCO DE UVAS,SUCO DE UVAS,1976,6433821
20,19-20,SUCO DE UVAS,ANALITICO,su_Suco_Natural,Suco Natural Integral,1976,0
21,19-21,SUCO DE UVAS,ANALITICO,su_Suco_Reprocessado,Suco Reprocessado/reconstituido,1976,0
22,19-22,SUCO DE UVAS,ANALITICO,su_Suco_Orgânico,Suco Orgânico,1976,0
23,19-23,SUCO DE UVAS,ANALITICO,su_Outros_sucos,Outros sucos de uvas,1976,0
24,24-24,SUCO DE UVAS CONCENTRADO,SINTETICO,SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,1976,1467883
25,25-25,OUTROS PRODUTOS COMERCIALIZADOS,SINTETICO,OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,1976,28321777
26,25-26,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Outros vinhos (sem informdetalhada,Outros vinhos (sem informação detalhada),1976,0
27,25-27,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Agrin,"Agrin (fermentado, acetico misto)",1976,0
28,25-28,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Aguardente,Aguardente de vinho 50°gl,1976,0
29,25-29,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Alcool_vinico,Alcool vinico,1976,0
30,25-30,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Bagaceira,Bagaceira (graspa),1976,698399
31,25-31,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_champenoise,Base champenoise champanha,1976,0
32,25-32,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_charmat,Base charmat champanha,1976,0
33,25-33,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_espumante,Base espumante moscatel,1976,0
34,25-34,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Bebida,Bebida de uva,1976,0
35,25-35,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Borra_liqwuida,Borra líquida,1976,0
36,25-36,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Borra_seca,Borra seca,1976,0
37,25-37,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Brandy,Brandy (conhaque),1976,14938849
38,25-38,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Cooler,Cooler,1976,0
39,25-39,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Coquetel,Coquetel com vinho,1976,0
40,25-40,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Destilado,Destilado de vinho,1976,1373075
41,25-41,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Filtrado_doce,Filtrado doce,1976,1792832
42,25-42,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Jeropiga,Jeropiga,1976,48203
43,25-43,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mistelas,Mistelas,1976,88300
44,25-44,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_concentrado,Mosto concentrado,1976,309196
45,25-45,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_uva,Mosto de uva,1976,0
46,25-46,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_sulfitado,Mosto sulfitado,1976,420300
47,25-47,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Nectar,Nectar de uva,1976,0
48,25-48,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Outros_produtos,Outros produtos,1976,0
49,25-49,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Polpa,Polpa de uva,1976,0
50,25-50,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Preparado_líquido,Preparado líquido para refresco,1976,0
51,25-51,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Refrigerante,Refrigerante +50% suco,1976,0
52,25-52,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Sangria,Sangria,1976,0
53,25-53,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_balsamico,Vinagre balsamico,1976,0
54,25-54,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_duplo,Vinagre duplo,1976,0
55,25-55,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinagre_simples,Vinagre simples,1976,748459
56,25-56,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_acetificado,Vinho acetificado,1976,0
57,25-57,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_base,Vinho base para espumantes,1976,0
58,25-58,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_composto,Vinho composto,1976,5429800
59,25-59,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_licoroso,Vinho licoroso,1976,2474364
60,25-60,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_leve,Vinho leve,1976,0
61,25-61,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Vinho_gaseificado,Vinho gaseificado,1976,0
1,1-1,VINHO DE MESA,SINTETICO,VINHO DE MESA,VINHO DE MESA,1977,140813114
2,1-2,VINHO DE MESA,ANALITICO,vm_Tinto,Tinto,1977,116609545
3,1-3,VINHO DE MESA,ANALITICO,vm_Rosado,Rosado,1977,15195525
4,1-4,VINHO DE MESA,ANALITICO,vm_Branco,Branco,1977,9008044
5,5-5,VINHO  FINO DE MESA,SINTETICO,VINHO  FINO DE MESA,VINHO  FINO DE MESA,1977,14975330
6,5-6,VINHO  FINO DE MESA,ANALITICO,vm_Tinto,Tinto,1977,4504303
7,5-7,VINHO  FINO DE MESA,ANALITICO,vm_Rosado,Rosado,1977,3248565
8,5-8,VINHO  FINO DE MESA,ANALITICO,vm_Branco,Branco,1977,7222462
9,9-9,VINHO FRIZANTE,SINTETICO,VINHO FRIZANTE,VINHO FRIZANTE,1977,143575
10,10-10,VINHO ORGÂNICO,SINTETICO,VINHO ORGÂNICO,VINHO ORGÂNICO,1977,0
11,11-11,VINHO ESPECIAL,SINTETICO,VINHO ESPECIAL,VINHO ESPECIAL,1977,11569676
12,11-12,VINHO ESPECIAL,ANALITICO,ve_Tinto,Tinto,1977,3959050
13,11-13,VINHO ESPECIAL,ANALITICO,ve_Rosado,Rosado,1977,4034615
14,11-14,VINHO ESPECIAL,ANALITICO,ve_Branco,Branco,1977,3576011
15,15-15,ESPUMANTES ,SINTETICO,ESPUMANTES ,ESPUMANTES,1977,4150746
16,15-16,ESPUMANTES ,ANALITICO,es_Espumante_Moscatel,Espumante  Moscatel,1977,0
17,15-17,ESPUMANTES ,ANALITICO,es_Espumante,Espumante,1977,0
18,15-18,ESPUMANTES ,ANALITICO,es_Espumante Orgânico,Espumante Orgânico,1977,0
19,19-19,SUCO DE UVAS,SINTETICO,SUCO DE UVAS,SUCO DE UVAS,1977,6814893
20,19-20,SUCO DE UVAS,ANALITICO,su_Suco_Natural,Suco Natural Integral,1977,0
21,19-21,SUCO DE UVAS,ANALITICO,su_Suco_Reprocessado,Suco Reprocessado/reconstituido,1977,0
22,19-22,SUCO DE UVAS,ANALITICO,su_Suco_Orgânico,Suco Orgânico,1977,0
23,19-23,SUCO DE UVAS,ANALITICO,su_Outros_sucos,Outros sucos de uvas,1977,0
24,24-24,SUCO DE UVAS CONCENTRADO,SINTETICO,SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,1977,2444089
25,25-25,OUTROS PRODUTOS COMERCIALIZADOS,SINTETICO,OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,1977,27333925
26,25-26,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Outros vinhos (sem informdetalhada,Outros vinhos (sem informação detalhada),1977,0
27,25-27,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Agrin,"Agrin (fermentado, acetico misto)",1977,0
28,25-28,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Aguardente,Aguardente de vinho 50°gl,1977,0
29,25-29,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Alcool_vinico,Alcool vinico,1977,0
30,25-30,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Bagaceira,Bagaceira (graspa),1977,595137
31,25-31,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_champenoise,Base champenoise champanha,1977,0
32,25-32,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_charmat,Base charmat champanha,1977,0
33,25-33,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Base_espumante,Base espumante moscatel,1977,0
34,25-34,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Bebida,Bebida de uva,1977,0
35,25-35,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Borra_liqwuida,Borra líquida,1977,0
36,25-36,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Borra_seca,Borra seca,1977,0
37,25-37,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Brandy,Brandy (conhaque),1977,12858163
38,25-38,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Cooler,Cooler,1977,0
39,25-39,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Coquetel,Coquetel com vinho,1977,0
40,25-40,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Destilado,Destilado de vinho,1977,780548
41,25-41,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Filtrado_doce,Filtrado doce,1977,2292414
42,25-42,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Jeropiga,Jeropiga,1977,34624
43,25-43,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mistelas,Mistelas,1977,195060
44,25-44,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_concentrado,Mosto concentrado,1977,84058
45,25-45,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_uva,Mosto de uva,1977,0
46,25-46,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Mosto_sulfitado,Mosto sulfitado,1977,746326
47,25-47,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Nectar,Nectar de uva,1977,0
48,25-48,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Outros_produtos,Outros produtos,1977,0
49,25-49,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Polpa,Polpa de uva,1977,0
50,25-50,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Preparado_líquido,Preparado líquido para refresco,1977,0
51,25-51,OUTROS PRODUTOS COMERCIALIZADOS,ANALITICO,ou_Refrigerante,Refrigerante +50% suco,1977,0
